word,len
p ə0 t,3
p ə0 k,3
p r e0 d,4
p r e0,3
p r e0 m,4
p r e0 ʃ,4
p r e0 j,4
p r e0 j s,5
p r ə0 v,4
p r ə0 s t,5
p r a0 v,4
p r a0 x,4
p r a0 t,4
p r a0,3
p r a0 ɡ,4
p r o0 s t,5
p r i0 n ts,5
p r i0,3
p r j a0 ɡ,5
p r j a0,4
p r j a0 x,5
p r j a0 k,5
p r j a0 ɫ,5
p r j a0 n,5
p a0 k,3
p a0 k t,4
p a0 r k,4
p a0,2
p a0 j,3
p a0 t,3
p o0 d,3
p o0 s t,4
p o0 ɫ,3
p o0 ɫ k,4
p o0 p,3
p o0 t,3
p o0 r t,4
p o0 r,3
p ɫ a0 n,4
p ɫ a0 ʒ,4
p ɫ a0 t,4
p ɫ a0 s t,5
p ɫ a0 s,4
p ɫ a0 tʃ,4
p ɫ a0 m,4
p ɫ a0 ʃ,4
p ɫ a0 ʃ t,5
p ɫ o0 ʃ t,5
p ɫ o0 ʃ,4
p ɫ o0 d,4
p ɫ j u0 s,5
p ɫ j u0 s t,6
p ɫ j u0 tʃ,5
p ɫ j a0 b,5
p ɫ j a0 p,5
p ɫ j a0 v,5
p ɫ j a0 n,5
p ɫ j a0 s,5
p ɫ j a0,4
p ɫ ə0 t,4
p ɫ e0 n,4
p ɫ i0 k,4
p e0 t,3
p e0 k,3
p e0 ʃ,3
p e0 ʃ t,4
p e0 j,3
p u0 n k t,5
p u0 x,3
p u0 ɫ s,4
p u0 s t,4
p i0 tʃ,3
p i0 j,3
p i0,2
p i0 k,3
p i0 ɫ,3
p i0 r,3
p i0 r t,4
p f u0,3
n a0 s,3
n a0 d,3
n a0 j,3
n a0 r,3
n a0 ʃ,3
n a0 m,3
n o0 v,3
n o0 ʃ t,4
n o0 ʒ,3
n o0 s,3
n e0 f t,4
n e0 r v,4
n e0 j,3
n r a0 v,4
s m e0,3
s m e0 s,4
s m e0 t,4
s m e0 ɫ,4
s m ə0 r t,5
s m j a0 x,5
s m j a0 ɫ,5
s m r a0 k,5
s m r a0 d,5
s m u0 t,4
s m s i0,4
s t e0,3
s t r a0 x,5
s t r a0 s t,6
s t r a0 n ɡ,6
s t r a0 n ʃ,6
s t r a0 n s,6
s t r e0 s,5
s t r o0 j,5
