word,len
m i0 j ɛ0 n,5
m i0 j ɛ0 t,5
m i0 j ɛ0 d t,6
m i0 eː0 r t,5
m i0 eː0 n k,5
m i0 ɑ0 tː,4
m i0 v ɛ0 l,5
m i0 k o0 r,5
m i0 k eː0 n t,6
m i0 k eː0 pː,5
m i0 k ɛ0 r,5
m i0 k ɛ0 r t,6
m i0 k ɛ0 t,5
m i0 n t h ɑ0,6
m i0 n t h o0 ɟ,7
m i0 n t ɛ0,5
m i0 n t ɛ0 ɟ,6
m i0 n t ɛ0 n t,7
m i0 n t ɛ0 n,6
m i0 n t ɛ0 tː,6
m i0 n t ɛ0 t,6
m i0 n t eː0 n,6
m i0 n t j eː0 n,7
m i0 n t j eː0 t,7
m i0 n t j ɛ0,6
m i0 n t yː0,5
m i0 n t ʃ ɛ0 m,7
m i0 n t r ɛ0,6
m i0 n t ɑ0,5
m i0 n t i0 m,6
m i0 n t aː0 t,6
m i0 n t øː0,5
m i0 n d ɛ0 n t,7
m i0 n d ɛ0 z,6
m i0 n d ɛ0 z t,7
m i0 n d ɛ0 ɟ,6
m i0 n d ɛ0 t,6
m i0 n d u0 l t,7
m i0 n d u0 l,6
m i0 n d u0,5
m i0 n d k eː0 t,7
m i0 n d j aː0 r t,8
m i0 n d ɑ0 z t,7
m i0 n d ɑ0 z,6
m i0 n d iː0 t,6
m i0 n d o0 k,6
m i0 n k aː0 bː,6
m i0 n k ɛ0 t,6
m i0 n k ɛ0 k,6
m i0 n k ɛ0 n,6
m i0 n k ɛ0 l t,7
m i0 n k r ɛ0,6
m i0 n eː0 l,5
m i0 n ɛ0 k,5
m i0 n i0,4
m i0 n ɑ0 t,5
m i0 n ɑ0 p,5
m i0 n ɑ0 ʃ,5
m i0 r ɛ0,4
m i0 r ɛ0 k t,6
m i0 r øː0 l,5
m i0 d øː0,4
m i0 d øː0 t,5
m i0 d øː0 k,5
m i0 d øː0 n,5
m i0 d øː0 n k,6
m i0 d øː0 m,5
m i0 d øː0 ʃ,5
m i0 h ɛ0 j t,6
m i0 h ɛ0 z,5
m i0 h ɛ0 n t,6
m i0 t øː0 l,5
m i0 b øː0 l,5
m i0 b ɛ0 n,5
m i0 ʃ ɛ0 bː,5
m i0 ʃ ɛ0 l t,6
m i0 ʃ ɛ0 l,5
m i0 ʃ ɛ0,4
m o0 n d t ɑ0,6
m o0 n d t ɑ0 m,7
m o0 n d t ɑ0 d,7
m o0 n d t ɑ0 k,7
m o0 n d t aː0 k,7
m o0 n d t aː0 l,7
m o0 n d t u0 k,7
m o0 n d j ɑ0,6
m o0 n d j ɑ0 m,7
m o0 n d j ɑ0 k,7
m o0 n d j u0 k,7
m o0 n d j u0 n k,8
m o0 n d j aː0 k,7
m o0 n d j o0 n,7
m o0 n d o0 m,6
m o0 n d o0 tː,6
m o0 n d o0 l,6
m o0 n d o0 l t,7
m o0 n d o0 l s,7
m o0 n d o0 l j,7
m o0 n d o0 l d,7
m o0 n d o0 k,6
m o0 n d o0 t,6
m o0 n d o0 d,6
m o0 n d o0 ʃ,6
m o0 n d ɑ0 t,6
m o0 n d ɑ0,5
m o0 n d ɑ0 s,6
m o0 n d v ɑ0,6
m o0 n d v aː0 n,7
m o0 n d aː0 ʃ,6
m o0 n d u0 n k,7
m o0 n d h ɑ0 t,7
m o0 d ɛ0 r n,6
m o0 d ɛ0 lː,5
m o0 d ɛ0 lː t,6
m o0 b i0 l,5
m o0 t o0 r,5
m o0 z g aː0 ʃ,6
m o0 z g aː0 ʃ t,7
m o0 z g oː0,5
m o0 z g o0 tː,6
m o0 z o0 tː,5
m o0 z o0 g,5
m o0 z o0 m,5
m o0 z i0,4
m o0 z d u0 l t,7
m o0 z d u0 l,6
m o0 z d u0 l j,7
m o0 l n ɑ0 p,6
m o0 l n aː0 r,6
m o0 l n eː0 k,6
m o0 tʃ k o0 ʃ,6
m o0 tʃ o0 k,5
m o0 ʃ o0 j,5
m o0 ʃ o0 tː,5
m o0 ʃ n i0,5
m o0 r aː0 n,5
m o0 r aː0 t,5
m o0 r aː0 l,5
m o0 r aː0 s,5
m o0 h oː0 ts,5
m o0 h oː0,4
m aː0 ʃ i0 k,5
m aː0 ʃ o0 k,5
m aː0 ʃ r eː0 s t,7
m aː0 ʃ r ɑ0,5
m aː0 ʃ r oː0 l,6
m aː0 ʃ n ɑ0 p,6
m aː0 ʃ n ɑ0 k,6
m aː0 ʃ f eː0 l,6
m aː0 ʃ h o0 l,6
m aː0 ʃ h o0 ɟ,6
m aː0 ʃ h o0 z,6
m aː0 ʃ k eː0 pː,6
m aː0 ʃ k eː0 n t,7
m aː0 ʃ k o0 r,6
m aː0 ʃ k ɑ0,5
m aː0 ʃ k aː0 t,6
m aː0 ʃ u0 tː,5
m aː0 ʃ b ɑ0 n,6
m aː0 ʃ m aː0 ʃ,6
m aː0 ʃ t oː0 l,6
m aː0 j u0 ʃ,5
m aː0 j u0 k,5
m aː0 r i0,4
m aː0 r i0 ʃ,5
m aː0 r ɑ0,4
m aː0 r ɑ0 z,5
m aː0 r ɑ0 k,5
m aː0 r ɑ0 d t,6
m aː0 r ɑ0 d,5
m aː0 r ɑ0 t,5
m aː0 r ɑ0 m,5
m aː0 r ɑ0 n,5
m aː0 r ɑ0 s t,6
m aː0 r m i0,5
m aː0 r m i0 t,6
m aː0 r m i0 n t,7
m aː0 r m i0 j,6
m aː0 r m ɛ0 j,6
m aː0 r m aː0 r,6
m aː0 r m ɑ0 n,6
m aː0 r m ɑ0 ʃ,6
m aː0 r m ɑ0 t,6
m aː0 r m yː0,5
m aː0 r k i0,5
m aː0 r k i0 t,6
m aː0 r k ɑ0,5
m aː0 r k aː0 ɲ,6
m aː0 r k aː0 t,6
m aː0 r t ɑ0 m,6
m aː0 r t ɑ0,5
m aː0 r t ɑ0 k,6
m aː0 r t o0 k,6
m aː0 r t o0 tː,6
m aː0 r t o0 t,6
m aː0 r t u0 n k,7
m aː0 r t u0 k,6
m aː0 r t aː0 k,6
m aː0 r t aː0 ʃ,6
m aː0 r t aː0 l,6
m aː0 r t oː0,5
m aː0 r t oː0 k,6
m aː0 r t j ɑ0,6
m aː0 r t n ɑ0 k,7
m aː0 r t n aː0,6
m aː0 r t n aː0 l,7
m aː0 ʃː ɑ0 l,5
m aː0 ʃː ɑ0,4
m aː0 ʃː ɑ0 m,5
m aː0 i0 g,4
m aː0 t oː0,4
m aː0 t oː0 l,5
m aː0 s n i0,5
m ɑ0 g ɑ0,4
m ɑ0 g ɑ0 m,5
m ɑ0 g ɑ0 ʃ,5
m ɑ0 g ɑ0 ʃ d,6
m ɑ0 g ɑ0 d,5
m ɑ0 g ɑ0 d t,6
m ɑ0 g aː0 t,5
m ɑ0 g aː0 n,5
m ɑ0 g aː0 ɲ,5
m ɑ0 g u0 k,5
m ɑ0 g u0 n k,6
m ɑ0 g j ɑ0,5
m ɑ0 g o0 k,5
m ɑ0 g o0 t,5
m ɑ0 g o0 j,5
m ɑ0 g z ɑ0 t,6
m ɑ0 i0,3
m ɑ0 r ɑ0 d t,6
m ɑ0 r ɑ0 d,5
m ɑ0 r ɑ0 d s,6
m ɑ0 r ɑ0 d j,6
m ɑ0 r ɑ0 b,5
m ɑ0 r ɑ0 ɲ,5
m ɑ0 r ɑ0 n,5
m ɑ0 r ɑ0 n tʃ,6
m ɑ0 r ɑ0 s t,6
m ɑ0 r ɑ0 ts k,6
m ɑ0 r ɑ0 g,5
m ɑ0 r ɑ0 t,5
m ɑ0 r h ɑ0,5
m ɑ0 r eː0 k,5
m ɑ0 j d n ɛ0 m,7
m ɑ0 j d ɑ0 n,6
m ɑ0 j o0 n,5
m ɑ0 j o0 m,5
m ɑ0 j o0 k,5
m ɑ0 j o0 l t,6
m ɑ0 j o0 ʃ,5
m ɑ0 j ɑ0,4
m ɑ0 j ɑ0 t,5
m ɑ0 d aː0 ʃ,5
m ɑ0 d aː0 r,5
m ɑ0 d aː0 s,5
m ɑ0 tʃ k ɑ0,5
m ɑ0 tʃ k aː0 k,6
m ɑ0 tʃ k aː0 t,6
m ɑ0 tʃ k oː0,5
m ɑ0 m ɑ0 r,5
m ɑ0 m ɑ0,4
m ɑ0 m ɑ0 z,5
m ɑ0 m ɑ0 t,5
m ɑ0 k ɑ0 r,5
m ɑ0 k ɑ0 r t,6
m ɑ0 k ɑ0 r s,6
m ɑ0 k ɑ0 t,5
m ɑ0 k ɑ0 d,5
m ɑ0 k ɑ0 d t,6
m ɑ0 k ɑ0 s,5
m ɑ0 k ɑ0 s t,6
m ɑ0 k ɑ0,4
m ɑ0 k ɑ0 tʃ,5
m ɑ0 ɟ ɑ0 m,5
m ɑ0 ɟ ɑ0 r t,6
m ɑ0 ɟ ɑ0,4
m ɑ0 t r oː0 z,6
m ɑ0 t ɛ0 k,5
m ɑ0 sː aː0 ʒ,5
m ɑ0 sː iː0 v,5
m eː0 g i0 ʃ,5
m eː0 g i0,4
m eː0 g i0 g,5
m eː0 g ʃ ɛ0 m,6
m eː0 g ʃ ɛ0,5
m eː0 g ʃ øː0,5
m eː0 l t oː0,5
m eː0 l t ɛ0 k,6
m eː0 l t ɛ0 m,6
m eː0 l t ɛ0,5
m eː0 l t aː0 n,6
m eː0 l t y0 n k,7
m eː0 j ɛ0 n,5
m eː0 j ɛ0 bː,5
m eː0 j eː0 n,5
m eː0 j r ɛ0,5
m eː0 j ʃ eː0 g,6
m eː0 j b ɛ0,5
m eː0 t ɛ0 n,5
m eː0 t ɛ0 l,5
m eː0 t ɛ0 l t,6
m eː0 t ɛ0 r,5
m eː0 t ɛ0 r t,6
m eː0 t ɛ0,4
m eː0 t ɛ0 g,5
m eː0 t ɛ0 ʃ,5
m eː0 t ɛ0 j,5
m eː0 t ɛ0 t,5
m eː0 r ɛ0 m,5
m eː0 r ɛ0 n,5
m eː0 r ɛ0 k,5
m eː0 r ɛ0 ʃ,5
