word,len
w ə0 x t̪ o0,5
w ə0 x t̪ o0 ɡ,6
w ə0 x t̪ o0 k,6
w ə0 x t̪ e0,5
w ə0 x t̪ i0,5
w ə0 x t̪ ɑ0,5
w ə0 x t̪ ɑ0 n,6
w ə0 x t̪ ɨ0,5
w ə0 x t̪ ʊ0,5
w ə0 l ɑ0 t̪,5
w ə0 l ɑ0 l,5
w ə0 l ɑ0,4
w ə0 l ɑ0 n,5
w ə0 l ɑ0 k,5
w ə0 l ɑ0 m,5
w ə0 l ə0,4
w ə0 l ə0 t̪,5
w ə0 l ə0 k,5
w ə0 l ə0 m,5
w ə0 l ə0 ʃ əj,6
w ə0 l ə0 n,5
w ə0 l i0,4
w ə0 l i0 f əj,6
w ə0 l i0 m,5
w ə0 l i0 m ɑj,6
w ə0 l i0 l,5
w ə0 l i0 k,5
w ə0 ɾ t̪ ə0,5
w ə0 ɾ t̪ ə0 l əj,7
w ə0 ɾ t̪ ə0 l,6
w ə0 ɾ t̪ e0,5
w ə0 ɾ t̪ e0 n,6
w ə0 ɾ t̪ əj ɨ0 n,7
w ə0 ɾ t̪ əj e0,6
w ə0 ɾ t̪ i0,5
w ə0 ɾ t̪ ɑ0 n,6
w ə0 ɾ d̪ e0,5
w ə0 ɾ d̪ i0,5
w ə0 ɾ d̪ i0 m,6
w ə0 ɾ d̪ i0 ʃ,6
w ə0 ɾ d̪ i0 j,6
w ə0 ɾ d̪ i0 n,6
w ə0 ɾ d̪ ə0,5
w ə0 ɾ d̪ ə0 n,6
w ə0 ɾ d̪ ə0 k,6
w ə0 ɾ d̪ ɑ0,5
w ə0 ɾ d̪ ɑ0 n,6
w ə0 ɾ d̪ ɨ0,5
w ə0 ɾ d̪ ɨ0 ʃ,6
w ə0 ɾ d̪ ɨ0 n,6
w ə0 ɾ d̪ o0,5
w ə0 ɾ d̪ ʊ0 m,6
w ə0 ɾ d̪ ʊ0,5
w ə0 ɾ d̪ ɑj o0,6
w ə0 ɾ d̪ ɑj ɑ0,6
w ə0 ɾ z i0,5
w ə0 ɾ z o0,5
w ə0 ɾ z e0,5
w ə0 ɾ z ɑ0,5
w ə0 ɾ z ɑ0 n,6
w ə0 ɾ z ɨ0,5
w ə0 ɾ z ə0,5
w ə0 ɾ z ə0 n dʒ,7
w ə0 ɾ z ə0 n tʃ,7
w ə0 ɾ z ə0 n,6
w ə0 ɾ e0,4
w ə0 ɾ e0 n,5
w ə0 ɾ e0 dʒ oj,6
w ə0 ɾ i0,4
w ə0 ɾ i0 b,5
w ə0 ɾ i0 b əj,6
w ə0 ɾ i0 n,5
w ə0 ɾ ɨ0,4
w ə0 ɾ ɨ0 ʃ t̪,6
w ə0 ɾ x ə0,5
w ə0 ɾ x ɑ0 n,6
w ə0 n e0,4
w ə0 n e0 n,5
w ə0 n ɑ0,4
w ə0 n ɑ0 ɾ əj,6
w ə0 n ɑ0 ɾ,5
w ə0 n ɑ0 ɾ j oj,7
w ə0 n ɑ0 n,5
w ə0 n d̪ o0,5
w ə0 n d̪ o0 x,6
w ə0 n d̪ o0 ɣ,6
w ə0 n d̪ i0,5
w ə0 n d̪ i0 ʃ,6
w ə0 n d̪ e0,5
w ə0 n d̪ ɨ0,5
w ə0 n d̪ ɨ0 k,6
w ə0 n d̪ ɨ0 ʃ,6
w ə0 n d̪ ɑ0,5
w ə0 n d̪ ɑj e0,6
w ə0 n d̪ ə0,5
w ə0 n d̪ ə0 n,6
w ə0 n d̪ ə0 ɾ,6
w ə0 n d̪ ə0 ɾ m əj,8
w ə0 n d̪ n ɑ0,6
w ə0 n o0,4
w ə0 n i0,4
w ə0 n i0 n,5
w ə0 n i0 m,5
w ə0 n i0 z,5
w ə0 n i0 ʃ,5
w ə0 n i0 k,5
w ə0 n i0 ɾ,5
w ə0 n ʊ0,4
w ə0 n ʊ0 b,5
w ə0 ʃ i0,4
w ə0 ʃ i0 ɾ,5
w ə0 ʃ i0 t̪,5
w ə0 ʃ o0,4
w ə0 ʃ ɑ0,4
w ə0 ʃ ɑ0 ɾ,5
w ə0 ʃ b o0,5
w ə0 ʃ ə0,4
w ə0 ʃ əj ɑ0,5
w ə0 ʃ ɨ0 ɾ,5
w ə0 ʃ ɨ0,4
w ə0 s o0,4
w ə0 s ɑ0,4
w ə0 s ɑ0 b,5
w ə0 s ɑ0 n,5
w ə0 s ɑ0 s,5
w ə0 s ɑ0 ɾ,5
w ə0 s ɑ0 v,5
w ə0 s ə0,4
w ə0 s ə0 l əj,6
w ə0 s ə0 l ɑj,6
w ə0 s ə0 ɾ,5
w ə0 s i0,4
w ə0 s i0 ɾ,5
w ə0 s ʊ0,4
w ə0 q t̪ o0,5
w ə0 q t̪ ɑ0,5
w ə0 z i0,4
w ə0 z i0 z,5
w ə0 z i0 l,5
w ə0 z i0 f əj,6
w ə0 t̪ ɑ0,4
w ə0 t̪ ɑ0 n,5
w ə0 t̪ ɑ0 l,5
w ə0 v ə0 ɾ,5
w ə0 v ə0,4
w ə0 v ə0 v,5
w ə0 d̪ ə0,4
w ə0 d̪ ə0 t̪,5
w ə0 d̪ ə0 n,5
w ə0 d̪ ə0 ɾ,5
w ə0 d̪ ə0 ɾ m əj,7
w ə0 d̪ ə0 f,5
w ə0 d̪ ə0 b,5
w ə0 d̪ ə0 m əj,6
w ɨ0 l ɑj ə0 t̪,6
w ɨ0 l l ɑ0,5
w ɨ0 l l ɑ0 ɾ,6
