word,len
ɔ0 ɾ n,3
ɔ0 ɾ s,3
ɔ0 ɾ s n,4
ɔ0 ɾ dʒ,3
ɔ0 ɾ d,3
ɔ0 ʁ dʒ,3
ɔ0 ʁ b,3
ɔ0 kʰ,2
ɔ0,1
ɔ0 n tsʰ,3
ɔ0 dz,2
ɔ0 m n,3
ɔ0 t kʰ d,4
ɔ0 t kʰ,3
ɔ0 t kʰ s,4
ɔ0 d,2
ɔ0 χ,2
t ɛ0 ɾ,3
t ɛ0 ɾ n,4
t ɛ0 ʁ,3
t ɛ0 ʁ n,4
t ɛ0 s,3
t ɛ0 s kʰ,4
t ɛ0,2
t ɛ0 n,3
t ɛ0 n d,4
t v ɛ0 tsʰ,4
t v ɛ0 l,4
t v ɛ0 kʰ,4
t v ɛ0 ɾ,4
t v ɛ0 ɾ dʒ,5
t v ɛ0 ɾ dʒ n,6
t v ɑ0 ts,4
t v ɑ0 ts kʰ,5
t v j ɑ0 l,5
t v ɔ0 ʁ,4
t v i0 n,4
t v i0 ɾ,4
t v i0,3
t ɑ0 n,3
t ɑ0 n n,4
t ɑ0 n kʰ,4
t ɑ0 n kʰ n,5
t ɑ0 n tsʰ,4
t ɑ0 n tsʰ n,5
t ɑ0 n ɡ l,5
t ɑ0 n ɡ,4
t ɑ0 n d,4
t ɑ0 k,3
t ɑ0 k n,4
t ɑ0 l,3
t ɑ0,2
t ɑ0 m,3
t ɑ0 kʰ,3
t ɑ0 ɾ,3
t ɑ0 ɾ ɾ,4
t ɑ0 s,3
t ɑ0 j,3
t u0 n,3
t u0 n n,4
t u0 n d,4
t u0 n d n,5
t u0 ɾ,3
t u0 ɾ kʰ,4
t n i0 tsʰ,4
t n i0,3
t n ɛ0 l,4
t n ɛ0 ɾ s,5
t n ɛ0 ɾ,4
t n ɛ0 ɾ n,5
t n ɛ0 kʰ,4
t n ɛ0 m,4
t n ɛ0 n,4
t n ɛ0 n ɡ,5
t n ɛ0 n kʰ,5
t n ɛ0 s,4
t n k ɛ0 l,5
t n k ɛ0 tsʰ,5
t n k u0 m,5
t ɾ v ɑ0 ts,5
t ɾ v ɑ0 ts kʰ,6
t ɾ v ɑ0 ɡ,5
t ɾ v u0 m,5
t ɾ v ɛ0 l,5
t ɾ v ɛ0 tsʰ,5
t ɾ v ɛ0 n,5
t ɾ v i0,4
t ɾ v ɔ0 ʁ,5
t ɾ t n dʒ ɑ0 l,7
t ɾ t n dʒ u0 m,7
t ɾ t m ɑ0 ts,6
t ɾ t m ɛ0 tsʰ,6
t ɾ t u0 m,5
t ɾ t u0 m s,6
t ɾ t u0 m d,6
t ʁ ɑ0 n,4
t ʁ ɑ0,3
t ʁ ɑ0 s,4
t ʁ ɑ0 d,4
t χ u0 ɾ,4
t χ ɾ u0 m,5
t χ ɾ u0 m n,6
t χ ɾ u0 n,5
t h ɑ0 tʃ,4
t ɔ0 n,3
t k ɑ0 ɾ,4
t k ɑ0 ɾ tʃ,5
t k ɑ0 ɾ ɡ n,6
t k ɑ0 ɾ ɡ,5
t k ɑ0 ɾ ɡ m,6
t p ɛ0 l,4
t i0 p,3
n m ɑ0 n,4
n m ɑ0 n ɾ,5
n m u0 ʃ,4
n u0 j n,4
n u0 j n n,5
n u0 j tʰ,4
n u0 ɾ b,4
n u0 r,3
n ɑ0 χ,3
n ɑ0 v,3
n ɑ0 v tʰ,4
n ɑ0 z,3
n s t ɑ0 ts,5
n s t ɑ0 k,5
n s t ɑ0 k n,6
n s t ɑ0 h,5
n s t ɛ0 tsʰ,5
n s t ɛ0 l,5
n s t ɛ0 ɾ,5
n s t ɛ0 ɾ n,6
n s t ɛ0 kʰ,5
n s t ɛ0 n,5
n s t ɛ0 n d,6
n s t u0 m,5
n s t u0 m s,6
n s t u0 m d,6
n s t u0 j ɡ,6
n s t i0,4
n s t i0 ɾ,5
n s t i0 v,5
n s t ɔ0 ɾ,5
n s t ɔ0 ʁ,5
n s t v ɛ0 tsʰ,6
n s t v ɛ0 l,6
n s t v ɛ0 kʰ,6
n s t v ɛ0 ɾ,6
n s t v ɛ0 ɾ dʒ,7
n s t v ɑ0 ts,6
n s t v ɑ0 ts kʰ,7
n ʃ u0 m,4
n ʃ u0 j l,5
n ʃ ɑ0 n,4
n ʃ ɑ0 n n,5
n ʃ ɑ0 ts,4
n ʃ v ɑ0 ts,5
n ʃ v ɑ0 ts kʰ,6
n ʃ v ɑ0 r,5
n ʃ v u0 m,5
n ʃ v ɛ0 tsʰ,5
n ʃ v ɛ0 l,5
n ʃ v ɛ0 d,5
n ʃ ɛ0 l,4
n ʃ ɛ0 tsʰ,4
n ɛ0 ɾ s,4
n ɛ0 ɾ,3
n ɛ0 ɾ n,4
n ɛ0 ʁ,3
n ɛ0 n,3
n ɛ0 n ɡ,4
n ɛ0 n kʰ,4
n ɛ0 t,3
n k ɑ0 ɾ,4
n k ɑ0 ɾ tʃ,5
n k ɑ0 ɾ ɡ n,6
n k ɑ0 ɾ ɡ,5
n k ɑ0 ɾ ɡ m,6
n k ɑ0,3
n v ɛ0 l,4
n v ɛ0 tsʰ,4
n v ɛ0 ɾ,4
n v ɛ0 ɾ dʒ,5
n v ɛ0 ɾ dʒ n,6
n n dʒ ɛ0 tsʰ,5
n n dʒ ɛ0 l,5
n ɔ0 j n,4
n ɔ0 s ɾ,4
n j u0 tʰ,4
n i0 s t,4
n i0 s t ɾ,5
n p ɑ0 s t,5
n p ɑ0 s t ʁ,6
n ɾ ɑ0 n kʰ,5
n ɾ ɑ0 n kʰ n,6
n ɾ ɑ0 n tsʰ,5
n ɾ ɑ0 n tsʰ n,6
n ɾ ɑ0 n,4
n r ɑ0 n,4
n r n ɑ0 ts,5
n r n ɑ0 k,5
s ɑ0,2
s ɑ0 ʁ,3
s ɑ0 n,3
s ɑ0 ɾ,3
s ɑ0 r n,4
s k s ɛ0 tsʰ,5
s k s ɛ0 l,5
s k s ɛ0 n,5
s k s ɛ0 n kʰ,6
s k s ɛ0 m,5
s k s ɛ0 s,5
s k s u0 m,5
s k s ɑ0 ts,5
s k s ɑ0 v,5
s k s v u0 m,6
s k s v ɛ0 tsʰ,6
s k s v ɛ0 l,6
s k s v ɑ0 ts,6
s k s v ɑ0 ts kʰ,7
s k s v i0,5
s k s i0,4
s k s i0 ɾ,5
s k s i0 ɾ t,6
s k s i0 ɾ t s,7
s k s i0 ɾ t n,7
s k s i0 ɾ t d,7
s k z b u0 m,6
s k z b u0 n,6
s k z b u0 n kʰ,7
s k z b i0 tsʰ,6
s k z b i0 n,6
s k z b i0,5
s k i0 z b,5
s k i0 z b n,6
s χ ɑ0 l,4
s ɾ ɑ0 n kʰ,5
s ɾ ɑ0 n kʰ n,6
s ɾ ɑ0 n tsʰ,5
s ɾ ɑ0 n tsʰ n,6
s ɾ ɑ0 n,4
s ɾ ɑ0,3
s ɾ ɑ0 h,4
s ɾ ɑ0 ts,4
s ɾ t i0,4
s ɾ t i0 n,5
s ɾ t i0 s,5
s ɾ t i0 tsʰ,5
s ɾ t i0 d,5
s ɾ t u0 m,5
s ɾ t u0 m s,6
s ɾ t u0 m d,6
s ɾ t ɔ0 v,5
s ɾ t ɑ0 n,5
s ɾ t ɑ0 n n,6
s ɾ t ɑ0 n kʰ,6
s ɾ t ɑ0 n kʰ n,7
s ɾ t ɑ0 n tsʰ,6
s ɾ t ɑ0 n tsʰ n,7
s ɾ t ɑ0 n ɡ l,7
s ɾ t ɑ0 n ɡ,6
s ɾ t ɑ0 n d,6
s ɾ t ɛ0 ɾ,5
s ɾ t ɛ0 ɾ n,6
s ɾ t ɛ0 tsʰ,5
s ɾ ɔ0 v,4
s ɾ i0,3
s ɾ i0 tsʰ,4
s ɾ i0 n,4
s ɾ i0 n ɡ,5
s ɾ b ɛ0 tsʰ,5
s ɾ b ɛ0 ɾ,5
s ɾ b ɛ0 ɾ d,6
s ɾ b ɛ0 ɾ kʰ,6
s ɾ b ɛ0 ɾ kʰ n,7
s ɾ b ɔ0 tsʰ,5
s ɾ b i0 n,5
s ɾ u0 m,4
s ɾ u0 m n,5
s u0 t,3
s u0 ɾ,3
s u0 ɾ tʃ,4
s u0 ɾ n,4
s u0 ɾ s,4
s u0 j n,4
s u0 j n n,5
s u0 ɡ,3
s u0 ʁ,3
s u0 s,3
s ɛ0 ɾ,3
s ɛ0 ɾ m,4
s ɛ0 ɾ t,4
s ɛ0 v,3
s ɛ0 r,3
s i0 ɾ,3
s i0 ɾ t,4
s i0 ɾ t s,5
s i0 ɾ t n,5
s i0 ɾ t d,5
s i0 k ʁ,4
s i0,2
s i0 n,3
s n n d j ɑ0 n,7
s n n d j ɑ0,6
s n n d i0 ɾ,6
s n n d i0 ɾ kʰ,7
s n n d i0 ɾ n,7
s n n d i0,5
s n n d i0 k,6
s n n d i0 tsʰ,6
s n v u0 m,5
s n u0 n d,5
s n u0 n d n,6
s p ɔ0 ɾ t,5
s p ɑ0,3
s ɔ0 v,3
s ɔ0 s k,4
s ɔ0 χ,3
s t u0 m,4
s t u0 m s,5
s t u0 m d,5
s t u0 j ɡ,5
s t i0,3
s t i0 ɾ,4
s t i0 v,4
s t ɾ u0 m,5
s t ɾ u0 m n,6
s t ɾ u0 k,5
s t ɛ0 tsʰ,4
s t ɛ0 l,4
s t ɛ0 ɾ,4
s t ɛ0 ɾ n,5
s t ɛ0 kʰ,4
s t ɛ0 n,4
s t ɛ0 n d,5
s t ɔ0 ɾ,4
s t ɔ0 ʁ,4
s t v ɛ0 tsʰ,5
s t v ɛ0 l,5
s t v ɛ0 kʰ,5
s t v ɛ0 ɾ,5
s t v ɛ0 ɾ dʒ,6
s t v ɛ0 ɾ dʒ n,7
s t v ɑ0 ts,5
s t v ɑ0 ts kʰ,6
s ɡ ɔ0,3
s ɡ i0,3
s ɡ u0 m,4
s j u0 n,4
s j ɑ0 n kʰ,5
s j ɑ0 n kʰ n,6
s j ɑ0 n,4
s tʰ ɑ0 pʰ,4
s pʰ r u0 m b,6
s pʰ r u0 m b n,7
s pʰ r u0 m,5
p ɛ0 s,3
p ɛ0 t kʰ,4
p ɛ0 t,3
p ɛ0 t n,4
p ɑ0 ɾ z,4
p ɑ0 ɾ t,4
p ɑ0 ɾ t kʰ,5
p ɑ0 ɾ t kʰ n,6
p ɑ0 ɾ k,4
p ɑ0 ɾ k n,5
p ɑ0 ɾ,3
p ɑ0 h,3
p ɑ0 t ɡ,4
p ɑ0 t,3
p ɑ0 p,3
p ɑ0,2
p ɑ0 ʁ,3
p n d u0 m,5
p n d ɛ0 l,5
p n d ɛ0 tsʰ,5
p t u0 ʁ,4
p t u0 ʁ n,5
p t u0 m,4
p t u0 m s,5
p t u0 m d,5
p t ʁ i0,4
p t ʁ i0 tsʰ,5
p t t v u0 m,6
p ʁ n dz ɛ0,5
p ʁ n dz i0 tsʰ,6
p ʁ n dz i0,5
p ʁ ts u0 m,5
p ʁ ts u0 m b,6
p ʁ ts u0 m b n,7
p ʁ i0 n dz,5
p ʁ p ɛ0 ʁ,5
p i0 ʁ ts,4
p i0 n d,4
p i0 t,3
p s ɑ0 k,4
p l ɑ0 n,4
d ɾ ɑ0 n kʰ,5
d ɾ ɑ0 n kʰ n,6
d ɾ ɑ0 n tsʰ,5
d ɾ ɑ0 n tsʰ n,6
d ɾ ɑ0 n,4
d ɾ ɑ0,3
d ɾ ɑ0 m,4
d ɾ ɑ0 χ t,5
d ɾ ɑ0 ts,4
d ɾ ɛ0 tsʰ,4
d ɾ ɛ0 l,4
d ɾ ɛ0 m,4
d ɾ ɛ0 kʰ,4
d ɾ ɛ0 n kʰ,5
d ɾ ɛ0 n,4
d ɾ ɛ0 s,4
d ɾ v ɑ0 ts,5
d ɾ v ɑ0 ts kʰ,6
d ɾ v ɑ0 ɡ,5
d ɾ v u0 m,5
d ɾ v ɛ0 l,5
d ɾ v ɛ0 tsʰ,5
d ɾ v ɛ0 n,5
d ɾ v i0,4
d ɾ s u0 m,5
d ɾ s i0,4
d ɾ s i0 tsʰ,5
d ɾ d v ɑ0 ts,6
d ɾ d v ɑ0 ts kʰ,7
d ɾ d u0 m,5
d ɾ d ɛ0 l,5
d ɾ d ɛ0 tsʰ,5
d ɾ d ɛ0 h,5
d ɾ d ɛ0 ɾ,5
d ɾ d ɛ0 ɾ n,6
d ɾ ɔ0 ʃ,4
d ɾ ɔ0 ʁ,4
d ɛ0 r,3
d ɛ0,2
d ɛ0 ɾ,3
d ɛ0 ɾ n,4
d ɛ0 p,3
d ɛ0 p kʰ,4
d ɛ0 p s,4
d ɛ0 n,3
d ɛ0 v,3
d ɛ0 m kʰ,4
d ɛ0 m s,4
d ʒ v ɑ0 ɾ,5
d ʒ v ɑ0 ɾ kʰ,6
d ʒ v ɑ0 ɾ kʰ n,7
d ʒ v ɑ0 ɾ dz ɾ,7
d ʒ v ɑ0 ɾ dz,6
d ʒ v ɑ0 ɾ k,6
d ʒ v ɑ0 ɾ k n,7
d ʒ v ɑ0 ɾ d n,7
d ʒ v ɑ0 ɾ d,6
d ʒ v ɑ0 ɾ tʰ,6
d ʒ b ɑ0 χ t,6
d ʒ ɔ0 χ kʰ,5
d ʒ ɡ ɔ0 h,5
d n u0 m,4
d n ɛ0 l,4
d n ɛ0 m,4
d n ɛ0 n,4
d n ɛ0 n ɡ,5
d n ɛ0 n kʰ,5
d n ɛ0 s,4
d n i0,3
d p ɾ ɔ0 tsʰ,5
d p i0 ɾ,4
d i0 ɾ,3
d i0 ɾ kʰ,4
d i0 ɾ kʰ n,5
d i0 ɾ n,4
d i0,2
d i0 n,3
d u0 ɾ,3
d u0 s t ɾ,5
d u0 s t ɾ n,6
d u0 s,3
d u0 n,3
d u0 r,3
d u0 r n,4
d ɑ0 ɾ,3
d ɑ0 s,3
d ɑ0 ʃ t,4
d ɑ0 ʃ t n,5
d ɑ0 t,3
d ɑ0 r n,4
d ɑ0 v,3
d ə0,2
d r ɑ0 n,4
d r n ɛ0 l,5
d r n ɛ0 tsʰ,5
d r n ɛ0 n,5
d r n ɛ0 n ɡ,6
d r n ɛ0 n kʰ,6
d r n ɛ0 ɾ s,6
d r n ɛ0 ɾ,5
d r n ɛ0 ɾ n,6
d s t ɛ0 tsʰ,5
d s t ɛ0 l,5
d s t ɛ0 ɾ,5
d s t ɛ0 ɾ n,6
d s t ɛ0 kʰ,5
d s t ɛ0 n,5
d s t ɛ0 n d,6
d h ɔ0 l,4
d ɔ0 ʁ,3
tsʰ u0 j tsʰ,4
tsʰ u0 j tʰ,4
tsʰ u0 ɾ t,4
tsʰ u0 l,3
tsʰ u0 p n,4
tsʰ ɑ0 v,3
tsʰ ɑ0 v n,4
tsʰ ɑ0 ts,3
tsʰ ɑ0 ts ɾ,4
tsʰ ɑ0 n k,4
tsʰ ɑ0 n tsʰ,4
tsʰ ɑ0 n tsʰ n,5
tsʰ ɑ0 ɾ d n,5
tsʰ ɑ0 ɾ d,4
tsʰ tsʰ i0 n,4
tsʰ tsʰ v ɑ0 ts,5
tsʰ tsʰ v ɑ0 ts kʰ,6
tsʰ n ts u0 m,5
tsʰ n ts u0 m b,6
tsʰ n ts u0 m b n,7
tsʰ n ts ɑ0,4
tsʰ n ts ɑ0 n ɾ,6
tsʰ n ts ɑ0 n,5
tsʰ n ts ɑ0 n kʰ,6
tsʰ n ts ɑ0 n kʰ n,7
tsʰ n ts ɑ0 tsʰ,5
tsʰ n tsʰ ɛ0 tsʰ,5
tsʰ n tsʰ ɛ0 tsʰ n,6
tsʰ n tsʰ ɔ0 ʁ,5
tsʰ n tsʰ v ɑ0 ts,6
tsʰ n tsʰ v ɑ0 ts kʰ,7
tsʰ n tsʰ v u0 m,6
tsʰ ɛ0 ʁ,3
tsʰ ɛ0 tsʰ,3
tsʰ ɛ0 tsʰ n,4
tsʰ l i0,3
tsʰ ɾ v ɑ0 ts,5
tsʰ ɾ v ɑ0 ts kʰ,6
tsʰ ɾ v ɑ0 ɡ,5
tsʰ ɾ v u0 m,5
tsʰ ɾ i0 v,4
tsʰ ɾ i0 n,4
tsʰ ɾ i0 n ɡ,5
tsʰ ɾ ɛ0 tsʰ,4
tsʰ ɾ ɛ0 kʰ,4
tsʰ ɾ ɛ0 l,4
tsʰ ɾ u0,3
tsʰ ɾ u0 m,4
tsʰ ɾ u0 m n,5
tsʰ i0 n,3
tsʰ m ɑ0 h,4
tsʰ m ɑ0 h n,5
tsʰ ɔ0 j tsʰ,4
u0 m,2
u0 ɾ,2
u0 ʃ,2
u0 ʒ,2
u0 ʒ n,3
u0 ʒ s,3
u0 tʰ,2
u0 χ t,3
u0 χ t n,4
u0 l,2
u0 ʁ t,3
u0 s,2
v ɛ0 ɾ,3
v ɛ0 ɾ dʒ,4
v ɛ0 ɾ dʒ n,5
v ɛ0 tsʰ,3
v ɛ0 tʃ,3
v ɛ0 p,3
v ɛ0 h,3
v ɛ0 b,3
v ɑ0 t,3
v ɑ0 ʁ,3
v ɑ0 j ɾ,4
v ɑ0 j ɾ s,5
