word,len
t uː0 l ɡ ɑ0 n,6
t uː0 l ɡ ɑ0,5
t uː0 l u0,4
t uː0 l u0 n,5
t uː0 l u0 p,5
t uː0 l u0 m,5
t uː0 l u0 ŋ,5
t uː0 l ɑ0 r,5
t uː0 l ɑ0 t,5
t uː0 l ɑ0 p,5
t uː0 l uː0,4
t uː0 ɡ ɑ0 n,5
t uː0 ɡ ɑ0,4
t uː0 s u0,4
t uː0 s u0 n,5
t uː0 r ɑ0 p,5
t uː0 r ɑ0,4
t uː0 r ɑ0 j,5
t uː0 r d ɑ0 p,6
t uː0 r d u0 k,6
t uː0 r d oː0,5
t uː0 r oː0,4
t uː0 d u0 l,5
t uː0 d u0,4
t ɑ0 r t ɯ0 p,6
t ɑ0 r t ɯ0 k,6
t ɑ0 r t ɯ0,5
t ɑ0 r t ɯ0 ʃ,6
t ɑ0 r t ɯ0 n,6
t ɑ0 r t k ɑ0 n,7
t ɑ0 r t k ɑ0,6
t ɑ0 r t k ɑ0 k,7
t ɑ0 r t k ɑ0 r,7
t ɑ0 r t k ɯ0,6
t ɑ0 r t k ɯ0 m,7
t ɑ0 r t uː0,5
t ɑ0 r t t ɑ0,6
t ɑ0 r t t ɑ0 r,7
t ɑ0 r t t ɑ0 n,7
t ɑ0 r t t ɑ0 p,7
t ɑ0 r t t ɑ0 j t,8
t ɑ0 r t t ɑ0 j,7
t ɑ0 r t t ɯ0,6
t ɑ0 r t t ɯ0 n,7
t ɑ0 r t t ɯ0 k,7
t ɑ0 r t t ɯ0 m,7
t ɑ0 r t t uː0,6
t ɑ0 r t ɑ0,5
t ɑ0 r t ɑ0 t,6
t ɑ0 r t i0 s t,7
t ɑ0 r t i0 s t r,8
t ɑ0 r t i0 p,6
t ɑ0 r t s ɑ0,6
t ɑ0 r t s ɑ0 k,7
t ɑ0 r t s ɑ0 m,7
t ɑ0 r t s ɑ0 m b l,9
t ɑ0 r t s ɑ0 ŋ,7
t ɑ0 r t iː0,5
t ɑ0 r t p ɑ0 j,7
t ɑ0 r t p ɑ0 j t,8
t ɑ0 r ɯ0 k,5
t ɑ0 r ɯ0 n,5
t ɑ0 r ɯ0 p,5
t ɑ0 r ɯ0 l,5
t ɑ0 r ɯ0 χ,5
t ɑ0 r ɯ0,4
t ɑ0 r ɯ0 m,5
t ɑ0 r ɯ0 z,5
t ɑ0 r ɯ0 ʃ,5
t ɑ0 r ɑ0,4
t ɑ0 r ɑ0 p,5
t ɑ0 r ɑ0 j,5
t ɑ0 r ɑ0 j t,6
t ɑ0 r ɑ0 b,5
t ɑ0 r ɑ0 t,5
t ɑ0 r ɑ0 l,5
t ɑ0 r ɑ0 ʃ,5
t ɑ0 r ɑ0 k,5
