word,len
m a0 l,3
m a0 c,3
m a0 m,3
m a0 t,3
m a0 k s,4
m a0 j,3
m aː0 m,3
m aː0 ʃ,3
m aː0 j,3
m ɲ a0,3
m ʊɔ0 j,3
m ʊɔ0 ts c,4
m n ɛ0,3
m u0 ʒ,3
m ɔ0 ts,3
m ɔ0 s t,4
m iɛ0 s t,4
m iɛ0 r,3
m iɛ0 n,3
m i0 n,3
m i0 l,3
m i0 ʃ,3
m rː t v i0 x,6
m rː t v i0,5
m rː t v ɛ0,5
m rː t v u0,5
m z d i0,4
m z d a0 c,5
m z d a0,4
m z d a0 l,5
m z d u0 x,5
m z d u0,4
m ɛ0 d,3
m ɛ0 tʃ,3
m r z iː0,4
m uː0 r,3
m l i0 n,4
m l i0,3
m ɔː0 d,3
n a0 d,3
n a0 j p r v,6
n a0 j,3
n a0 p r,4
n a0 ɲ,3
n i0 x,3
n i0 tʃ,3
n i0 m,3
n i0 k,3
n ɛ0 x,3
n ɛ0 j,3
n ɛ0 ʒ,3
n ɛ0,2
n ɛ0 t,3
n ɛ0 z,3
n iː0 m,3
n aː0 ʃ,3
n aː0 j s c,5
n aː0 v r ɦ,5
n ɔ0 ts,3
n ɔ0 m,3
n ɔ0 s,3
n ɔ0 v,3
n iɛ0 t,3
n iɛ0 s c,4
n u0 ʒ,3
n ʊɔ0 ɦ,3
n ʊɔ0 ʒ,3
j u0,2
j u0 ɦ,3
j ɛ0 s c,4
j a0 r,3
j a0 k,3
j a0 v,3
j a0 z z,4
j a0 b lː k,5
j a0 s,3
j uː0 n,3
j uː0 l,3
j aː0,2
v aː0 s,3
v aː0 ʃ,3
v ʒ d i0,4
v ɛ0 ɟ,3
v ɛ0 ts,3
v ɛ0 b,3
v ɛ0 k,3
v ɛ0 d,3
v ɛ0 r ʃ,4
v i0,2
v i0 ɟ,3
v i0 j s c,5
v iɛ0 m,3
v iɛ0,2
v iɛ0 s c,4
v iɛ0 ʃ,3
v iɛ0 d,3
v iɛ0 t,3
v r a0 j,4
v r a0 j k,5
v r a0 ɦ,4
v r x u0,4
v r x ɔ0 l,5
v r x ɔ0 v,5
v r x i0,4
v r x n iː0,5
v r s t v i0 x,7
v r s t v i0,6
v r s t v a0 r,7
v r s t v a0,6
v r s t v u0,6
v r s t i0,5
v r s t i0 k,6
v r s t ɔ0,5
v r s t ɔ0 p,6
v r s t ɔ0 v,6
v r s t ɔ0 m,6
v r s t iɛ0 n,6
v r s t iɛ0 v,6
v r s t ɛ0,5
v r s t u0 p,6
v r s t u0,5
v r aː0 ʒ d,5
v r aː0 ʒ,4
v z c a0 ɦ,5
v z a0 l,4
v z ia0 c,4
v z ɦ ʎ a0,5
v z ɦ ʎ a0 d,6
v z d u0 x,5
v z d u0,4
