word,len
ħ a0 d̪ː,3
ħ a0,2
ħ a0 l,3
ħ a0 l t̪,4
ħ a0 d̪ t̪,4
ħ a0 lː ew,4
ħ a0 sː,3
ħ a0 sː ew,4
ħ a0 ʃ,3
ħ a0 b s,4
ħ a0 b,3
ħ a0 bː,3
ħ iː0 n,3
ħ aj j a0,4
ħ aj j a0 r aw,6
ħ aj j a0 r aw ħ,7
ħ aj j a0 r,5
ħ aj j iː0 z,5
ħ aj j iː0 n,5
ħ aj j iː0 ts,5
ħ aj t̪ u0,4
ħ aj t̪ i0,4
ħ aj t̪ e0 k,5
ħ s ɪː0 b,4
ħ s i0 b t̪,5
ħ l ɪː0 f,4
ħ l a0 s,4
ħ l ew w e0 l,6
ħ l ew w e0 dʒ,6
ħ l ew w a0,5
ħ l ew w a0 s ew,7
ħ b ɪː0 b,4
ħ d̪ e0 j t̪,5
ħ d̪ e0 j n,5
ħ d̪ e0 j ħ,5
ħ d̪ a0 n,4
ħ d̪ a0 ʃ,4
ħ d̪ i0 m t̪,5
ħ uː0 ħ,3
ħ uː0 t̪,3
ħ u0,2
ħ j ɪː0 l,4
ħ r i0 dʒ t̪,5
ħ dʒ ɪː0 dʒ,4
ħ o0 b z,4
ħ o0 sː,3
ħ f ɪː0 f,4
ħ m a0 r,4
ħ m a0 r d̪,5
ħ m a0 r t̪,5
ħ m a0 r ʃ,5
ħ e0 ʔː,3
s a0 r,3
s a0 r ʃ,4
s a0 r t̪,4
s a0 l,3
s a0 l m ew t̪,6
s a0 l m,4
s a0 l v aw,5
s a0 b,3
s a0 ʔ aj ħ,5
s a0 ʔ aj n,5
s a0 ʔ aj k,5
s a0 t̪,3
s a0 s,3
s t̪ e0 sː,4
s t̪ a0 t̪,4
s t̪ a0 b,4
s t̪ a0 ʔ t̪,5
s t̪ a0 ʔ t̪ ow,6
s t̪ a0 ʔ,4
s t̪ a0 ʔ ow,5
s t̪ a0 ʔ ow ʃ,6
s t̪ a0 ʔ s,5
s t̪ a0 ʔ s ew,6
s t̪ iː0 l,4
s t̪ ʔ a0 rː,5
s t̪ ʔ a0 l,5
s t̪ ʔ a0 l b,6
s t̪ aj n a0,5
s t̪ aj n ɪː0 ʃ,6
s t̪ r a0 m b,6
s t̪ r a0 b,5
s t̪ r a0 kː,5
s t̪ m a0 t̪,5
s k o0 n t̪,5
s k o0 n t̪ ʃ,6
s k o0 n d̪,5
s k o0 p,4
s k uː0 r,4
s k uː0 d̪,4
s k ɪː0 t̪,4
s k a0 r t̪,5
s k u0 r j aw,6
s e0 r,3
s e0 r ʔ,4
s e0 n s,4
s e0 t̪ ow,4
s e0 t̪ ow ʃ,5
s e0 ħː,3
s e0 ħː ew,4
s e0 t̪ː,3
s e0 b ej n,5
s e0 b,3
s e0 sː,3
s e0 m ow,4
s e0 mː ew,4
s e0 l f,4
s e0 ɡ w ew,5
s eː0 m,3
s eː0 ħ,3
s eː0 ew,3
s ew w a0,4
s ew w a0 s ew,6
s ew w ɪː0 ʔ,5
s ew d̪ a0,4
s i0 t̪ː,3
s i0 b t̪,4
s i0 r t̪,4
s i0 r ʃ,4
s i0 l dʒ,4
s i0,2
s p i0 sː,4
s p i0 tʃː aw,5
s p i0 tʃː aj t̪,6
s p o0 r t̪,5
s p o0 r t̪ s,6
s p t̪ a0 r d̪,6
s p t̪ a0 r,5
s p t̪ a0 r aw,6
s p t̪ a0 r aw ħ,7
s p t̪ a0 r f,6
s p e0,3
s ħ iː0 ħ,4
s ħ a0 ħ,4
s ħ a0 b s,5
s ħ a0 b,4
s ħ a0 n,4
s ħ uː0 n,4
s b ɪː0 ħ,4
s f o0 r ts,5
s f o0 n d̪,5
s f a0 t̪,4
s iː0 d̪,3
s iː0 r,3
s iː0 ħ,3
s iː0 t̪,3
s uː0 r,3
s uː0 ʔ,3
s o0 f r ew,5
s o0 d̪,3
s o0 s t̪,4
s o0 s t̪ n ew,6
s o0 r s,4
s m aj n a0,5
s m aj t̪ u0,5
s l ɪː0 m,4
s aː0 ħ,3
s aː0 b,3
s ɪː0,2
s ɪː0 ʔ,3
s n ɪː0 n,4
s ʔ a0 ʔ,4
s iw i0,3
f o0 s t̪,4
f o0 s t̪ n ew,6
f o0 mː,3
f o0 n d̪,4
f d̪ a0 n,4
f d̪ a0 k,4
f d̪ a0 r,4
f d̪ a0 r b,5
f d̪ a0 t̪,4
f d̪ iː0 n,4
f d̪ iː0 k,4
f iː0 ħ,3
f iː0 t̪,3
f iː0 l,3
f iː0 s,3
f iː0 d̪,3
f iː0 k,3
f iː0 n,3
f iː0 m t̪,4
f l ew w e0 l,6
f l ew w e0 dʒ,6
f l ew w a0,5
f l ew w a0 s ew,7
f l uː0 s,4
f l o0 k,4
f l o0 kː,4
f l a0 r t̪,5
f l i0,3
f l aj r u0,5
f e0 r m,4
f e0 r ħ,4
f ʃ i0,3
f k u0 lː,4
f k a0 z,4
f k a0 ts,4
f k e0 mː,4
f r o0 t̪ː,4
f r o0 m,4
f r a0,3
f r a0 n k,5
f r a0 n,4
f r i0 s k,5
f r i0 s ʔ,5
f n o0 f s,5
f i0 d̪ː aw l,5
f i0 sː aj f,5
f i0 sː,3
f i0 l m ew t̪,6
f i0 l m,4
f i0 l m s,5
f i0 l ɡ r aw n d̪,8
f i0 l v oj t̪,6
f i0 zː ew dʒ,5
f a0 t̪ː,3
f a0 r,3
f a0 r t̪,4
f a0 l,3
f a0 l ts,4
f a0 lː ew,4
f a0,2
f p o0 s t̪,5
f p o0 s t̪ n ew,7
f p aj j iː0 z,6
f p aj j iː0 n,6
f p aj j iː0 ts,6
f p a0,3
f ħ aj t̪ u0,5
f ħ aj t̪ i0,5
f ħ aj t̪ e0 k,6
f ħ iː0 n,4
f eː0 kː,3
f eː0 m,3
f t̪ a0,3
f t̪ e0 m p,5
f ʔ iː0 r,4
f ʔ a0 r,4
f j uː0 m,4
f dʒ ɪː0 ħ,4
f ɪː0 ʃ,3
f s e0 n s,5
f w i0 tʃː,4
f m o0 ħː,4
f m iː0 n,4
f u0 lː,3
a0,1
a0 r t̪,3
a0 r,2
a0 r aw,3
a0 r aw ħ,4
a0 n d̪,3
a0 n,2
a0 l,2
a0 m,2
a0 ɡ,2
a0 t̪ː,2
a0 d̪,2
a0 ʃ,2
a0 d̪ː,2
a0 t̪,2
a0 f,2
t̪ ɪː0 ej,3
t̪ ɪː0 ɡ,3
t̪ ɪː0,2
t̪ a0 ħ t̪,4
t̪ a0 ħ,3
t̪ a0 l,3
t̪ a0 l m ew t̪,6
t̪ a0 l m,4
t̪ a0 l b,4
