word,len
e0 t j,3
e0 t,2
e0 l,2
e0 n,2
e0 ʃ t,3
e0 ɾ,2
e0 f,2
e0 s,2
e0 dz,2
e0 ts,2
j o0,2
j o0 n,3
j u0,2
j u0 ɡ,3
j u0 ʃ,3
j e0 p,3
j e0,2
j e0 ʃ t,4
j e0 ʃ,3
j e0 m,3
j e0 m t,4
j e0 t,3
j a0,2
j a0 m,3
j a0 n,3
j a0 p,3
j a0 ʃ t,4
j a0 z z,4
j ua0 j,3
j ua0,2
ɲ e0,2
ɲ e0 h,3
ɲ i0,2
ɲ o0 h,3
ɲ a0,2
p e0 ɾ,3
p e0 n ɡ,4
p e0,2
p e0 s,3
p e0 ʃ,3
p e0 ʃ c,4
p e0 ʃ k,4
p a0 k,3
p a0 t,3
p a0 ɾ k,4
p a0 ɾ,3
p a0 h,3
p s e0,3
p ɾ a0,3
p ɾ a0 ɡ,4
p ɾ a0 p,4
p ɾ a0 p ʃ t,6
p ɾ a0 n k,5
p ɾ a0 n k θ,6
p ɾ a0 n,4
p ɾ a0 n ɡ,5
p ɾ a0 n t,5
p ɾ i0 ɫ,4
p ɾ i0 n ts,5
p ɾ i0 n d,5
p ɾ i0 f t,5
p ɾ i0 t,4
p ɾ i0 ʃ,4
p ɾ o0 f,4
p ɾ o0,3
p ɾ e0 h,4
p ɾ e0 t,4
p ɾ e0,3
p ɾ e0 k,4
p ɾ e0 s,4
p l o0 t,4
p l a0 n,4
p l a0 k,4
p l u0 s,4
p l u0 m,4
p l u0 m b,5
p l e0 c,4
p o0 s,3
p o0 s t,4
p o0 ɾ t,4
p o0 p,3
p o0 l,3
p ye0 t,3
p ye0 s,3
p i0,2
p y0 ɫ,3
p ə0,2
p j e0 s,4
m a0 ð,3
m a0 j,3
m a0 ɾ s,4
m a0 ɾ,3
m a0,2
m a0 l,3
m a0 r,3
m a0 t,3
m a0 ɫ,3
m a0 n,3
m a0 n ɡ,4
m a0 dz,3
m o0 s,3
m o0 ɾ,3
m o0 j,3
m o0 t,3
m e0 s,3
m e0 r,3
m e0 n d,4
m e0 ɾ,3
m j a0 f t,5
m j e0 t,4
m j e0 k,4
m ua0 j,3
m ua0 j ʃ,4
m ua0 j t,4
m ua0,2
m ua0 ɾ,3
m b a0 s,4
m b a0 n,4
m b a0 n k,5
m b a0 n k θ,6
m b a0 j t,5
m b a0 j,4
m b a0 ɾ,4
m b a0 ɾ k,5
m b a0 ɾ ð,5
m b a0 ɾ t,5
m b ɾ e0 t,5
m b ɾ e0 z,5
m b ɾ e0 ɡ,5
m b ɾ o0 n,5
m b ɾ o0 n t,6
m b ɾ a0 p,5
m b ɾ a0 p ʃ t,7
m b y0 ɫ,4
m b l e0 ð,5
m b l e0,4
m b l o0 ð,5
m b l o0 ɡ,5
m b u0 ʃ,4
m b e0 t,4
m i0,2
m i0 k,3
m i0 ʃ,3
m i0 c,3
m i0 t,3
m i0 ɫ,3
m i0 ɾ,3
m i0 n,3
m u0,2
m u0 ɾ,3
m u0 ɾ ɡ,4
m ie0 ɫ,3
m y0,2
tʃ d o0,3
tʃ k a0,3
tʃ o0 n,3
tʃ m i0 m,4
tʃ m ua0 ɾ,4
tʃ m u0 n d,5
tʃ ua0 ɾ,3
tʃ ua0 n,3
tʃ ua0,2
tʃ a0 s t,4
tʃ a0 j,3
tʃ a0 m,3
