word,len
k’ i0 d ɛ0 v,5
k’ i0 d ɛ0 v s,6
k’ i0 d ɛ0 ts,5
k’ i0 d ɛ0,4
k’ i0 d ɛ0 ɾ s,6
k’ i0 d ɛ0 ɾ,5
k’ i0 d ɛ0 s,5
k’ i0 d ɛ0 m,5
k’ i0 d ɛ0 l,5
k’ i0 tʰ x v ɑ0,6
k’ i0 tʰ x v ɑ0 s,7
k’ i0 tʰ x v i0,6
k’ i0 tʰ x v i0 s,7
k’ i0 tʰ x v i0 tʰ,7
k’ i0 tʰ x v ɛ0 l,7
k’ i0 tʰ x v ɛ0 l s,8
k’ i0 tʰ x v ɛ0 b s,8
k’ i0 tʰ x ɾ ɑ0,6
k’ i0 tʰ x ɾ ɑ0 tʰ,7
k’ i0 tʰ x ɾ ɛ0 s,7
k’ i0 tʰ x ɔ0 v s,7
k’ i0 tʰ x i0 s,6
k’ i0 tʰ x i0 tʰ,6
k’ i0 tʰ x ɑ0,5
k’ i0 tʰ x ɛ0,5
k’ i0 tʰ x ɛ0 s,6
k’ i0 n i0 s s,6
k’ i0 n i0 s,5
k’ i0 n i0 s t’ ɾ s,8
k’ i0 n i0 s t’ ɾ,7
k’ i0 n i0,4
k’ i0 n i0 tʰ,5
k’ i0 n ɔ0,4
k’ i0 n ɔ0 s,5
k’ i0 n ɔ0 m,5
k’ i0 n ɑ0,4
k’ i0 n ɑ0 tʰ,5
k’ i0 n ɑ0 s,5
k’ i0 n ɑ0 v s,6
k’ i0 n ɑ0 v,5
k’ i0 n ɑ0 ts,5
k’ i0 n g l i0,6
k’ i0 n g l i0 s s,8
k’ i0 n g l i0 s,7
k’ i0 n g ɔ0,5
k’ i0 n g i0,5
k’ i0 n g i0 s,6
k’ i0 n g ɾ i0 d,7
k’ i0 n g v i0,6
k’ i0 b ɔ0 s,5
k’ i0 b ɔ0,4
k’ i0 b ɛ0,4
k’ i0 b i0 s,5
k’ i0 b i0,4
k’ i0 ɾ kʰ v i0 s,7
k’ i0 ɾ kʰ v ɑ0 s,7
k’ i0 ɾ kʰ v ɑ0,6
k’ i0 ɾ kʰ v ɑ0 m s,8
k’ i0 ɾ kʰ v ɑ0 m,7
k’ i0 ɾ i0,4
k’ i0 ɾ i0 s,5
k’ i0 ɾ i0 tʰ,5
k’ i0 ɾ i0 ts,5
k’ i0 l ɔ0 b s,6
k’ i0 l ɔ0 b tʰ,6
k’ i0 l ɔ0 b,5
k’ i0 l ɔ0,4
k’ i0 l ɔ0 s,5
k’ i0 t’ ɑ0 l,5
k’ i0 t’ ɑ0 n s,6
k’ i0 t’ ɑ0,4
k’ i0 t’ i0,4
k’ i0 t’ i0 s,5
k’ i0 t’ ɾ i0,5
k’ i0 s ɾ i0 s,6
k’ i0 s ɾ i0 tʰ,6
k’ ɑ0 ts i0,4
k’ ɑ0 ts i0 s,5
k’ ɑ0 ts i0 ts,5
k’ ɑ0 ts ɾ i0,5
k’ ɑ0 ts ɾ ɑ0 d,6
k’ ɑ0 ts m ɑ0,5
k’ ɑ0 ts tʰ ɑ0,5
k’ ɑ0 ts z ɛ0,5
k’ ɑ0 ts ɔ0,4
k’ ɑ0 ts ɛ0 b s,6
k’ ɑ0 ts ɑ0 d,5
k’ ɑ0 ts x v i0,6
k’ ɑ0 ts x v i0 tʰ,7
k’ ɑ0 ts x v i0 tʰ s,8
k’ ɑ0 ts x v i0 s,7
k’ ɑ0 ts x i0,5
k’ ɑ0 ts x i0 s,6
k’ ɑ0 ts x i0 tʰ,6
k’ ɑ0 ɾ g ɑ0 d,6
k’ ɑ0 ɾ g ɑ0 v s,7
k’ ɑ0 ɾ g ɑ0,5
k’ ɑ0 ɾ g i0,5
k’ ɑ0 ɾ g i0 s,6
k’ ɑ0 ɾ g ʃ i0,6
k’ ɑ0 ɾ g m n ɑ0,7
k’ ɑ0 ɾ g m n i0 s,8
k’ ɑ0 ɾ g m ɑ0,6
k’ ɑ0 ɾ g m ɑ0 n,7
k’ ɑ0 ɾ g m ɑ0 n s,8
k’ ɑ0 ɾ g l ɛ0 b s,8
k’ ɑ0 ɾ g l ɛ0 b,7
k’ ɑ0 ɾ g ɛ0 b s,7
k’ ɑ0 ɾ g ɛ0 b,6
k’ ɑ0 ɾ g ɔ0,5
k’ ɑ0 ɾ i0 s,5
k’ ɑ0 ɾ i0 s x s,7
k’ ɑ0 ɾ i0,4
k’ ɑ0 ɾ i0 tʰ,5
k’ ɑ0 ɾ i0 b,5
k’ ɑ0 ɾ i0 ɣ s,6
k’ ɑ0 ɾ i0 z s,6
k’ ɑ0 ɾ i0 l s,6
k’ ɑ0 ɾ i0 l,5
k’ ɑ0 ɾ z ɛ0,5
k’ ɑ0 ɾ z m i0,6
k’ ɑ0 ɾ z m i0 s,7
k’ ɑ0 ɾ l ɔ0 s,6
k’ ɑ0 ɾ l ɔ0,5
k’ ɑ0 ɾ l i0 s,6
k’ ɑ0 ɾ l i0,5
k’ ɑ0 ɾ l ɑ0 m,6
k’ ɑ0 ɾ l ɑ0 m s,7
k’ ɑ0 ɾ ʃ i0,5
k’ ɑ0 ɾ ʃ ɑ0 n,6
k’ ɑ0 ɾ tʰ u0 l,6
k’ ɑ0 ɾ tʰ u0 l s,7
k’ ɑ0 ɾ tʰ u0 ɾ,6
k’ ɑ0 ɾ tʰ l i0 s,7
k’ ɑ0 ɾ tʰ l i0,6
k’ ɑ0 ɾ tʰ l ɑ0 ts,7
k’ ɑ0 ɾ tʰ l ɑ0,6
k’ ɑ0 ɾ tʰ l ɑ0 d,7
k’ ɑ0 ɾ tʰ l ʃ i0,7
k’ ɑ0 ɾ tʰ ɔ0,5
k’ ɑ0 ɾ tʰ ɔ0 d,6
k’ ɑ0 ɾ tʰ ɔ0 b s,7
k’ ɑ0 ɾ tʰ v ɛ0 l,7
k’ ɑ0 ɾ tʰ v ɛ0 l s,8
k’ ɑ0 ɾ tʰ v ɛ0,6
k’ ɑ0 ɾ tʰ v i0 s,7
k’ ɑ0 ɾ tʰ v i0,6
k’ ɑ0 ɾ tʰ v ɑ0,6
k’ ɑ0 ɾ tʰ v ɑ0 s,7
k’ ɑ0 ɾ tʰ ɑ0 v s,7
k’ ɑ0 ɾ tʰ ɑ0 n,6
k’ ɑ0 ɾ tʰ ɑ0,5
k’ ɑ0 ɾ tʰ i0,5
k’ ɑ0 ɾ tʰ i0 s,6
k’ ɑ0 ɾ tʰ m ɛ0 v s,8
k’ ɑ0 ɾ tʰ ɛ0 s,6
