word,len
v i0 ɕ ӗ,4
v i0 ɕ ӗ m,5
v i0 ɕ,3
v i0 l n ӗ,5
v i0 l n ӗ tʃ tʃ ӗ,8
v i0 l n ӗ tʃ tʃ ӗ ʃ ӗ,10
v i0 l n ӗ tʃ tʃ ӗ m ӗ,10
v i0 l ӗ k,5
v i0 l ӗ ʃ r ӗ,7
v i0 l ӗ ʃ n ӗ,7
v i0 l ӗ ʃ ӗ,6
v i0 l ӗ ʃ ӗ v ӗ,8
v i0 l ӗ ʃ ӗ v ӗ n,9
v i0 l ӗ ʃ ӗ n,7
v i0 l ӗ m,5
v i0 l ӗ m s ӗ r,8
v i0 l ӗ m ӗ ʃ,7
v i0 l ӗ m ӗ ʃ ӗ,8
v i0 l ӗ m ӗ ʃ ӗ v ӗ,10
v i0 l ӗ m ӗ ʃ ӗ n,9
v i0 l ӗ m ӗ r,7
v i0 l ӗ m ӗ r ɕ ӗ,9
v i0 l ӗ m ӗ r ɕ,8
v i0 l ӗ m ӗ r l ӗ,9
v i0 l ӗ m ӗ,6
v i0 l ӗ,4
v i0 l ӗ r,5
v i0 l,3
v i0 t ӗ r,5
v i0 t ӗ nː ӗ,6
v i0 t ӗ m,5
v i0 t ӗ m l ӗ,7
v i0 t ӗ m l ӗ n,8
v i0 t ӗ m ӗ ʃ,7
v i0 t ӗ m ӗ ʃ ӗ,8
v i0 t ӗ m ӗ ʃ ӗ v ӗ,10
v i0 t ӗ m ӗ ʃ ӗ n,9
v i0 t ӗ m ӗ r,7
v i0 t ӗ m ӗ r ɕ ӗ,9
v i0 t ӗ m ӗ r ɕ,8
v i0 t ӗ m ӗ r l ӗ,9
v i0 t ӗ m ӗ,6
v i0 t ӗ,4
v i0 t n ӗ,5
v i0 ɕː ӗ m ӗ ʃ,7
v i0 ɕː ӗ m ӗ ʃ ӗ,8
v i0 ɕː ӗ m ӗ ʃ ӗ v ӗ,10
v i0 ɕː ӗ m ӗ ʃ ӗ n,9
v i0 ɕː ӗ m ӗ r,7
v i0 ɕː ӗ m ӗ r ɕ ӗ,9
v i0 ɕː ӗ m ӗ r ɕ,8
v i0 ɕː ӗ m ӗ r l ӗ,9
v i0 ɕː ӗ m ӗ,6
v i0 ɕː ӗ,4
v i0 ɕː ӗ ʃ ӗ,6
v i0 ɕː ӗ ʃ ӗ v ӗ,8
v i0 ɕː ӗ ʃ ӗ v ӗ n,9
v i0 ɕː ӗ ʃ ӗ n,7
v i0 ɕː ӗ n,5
v i0 tʃ k ӗ n,6
v i0 r,3
v ɯ0 r ӑ n,5
v ɯ0 r ӑ n ӗ,6
v ɯ0 r ӑ n l ӑ,7
v ɯ0 r ӑ,4
v ɯ0 r ӑ v ӗ,6
v ɯ0 r ӑ m,5
v ɯ0 r ӑ m l ӑ χ,8
v ɯ0 r ӑ m l ӑ χ ӗ,9
v ɯ0 r ӑ m ӗ,6
v ɯ0 r ӑ m ӗ n,7
v ɯ0 r ӑ nː ӑ,6
v ɯ0 r,3
v ɯ0 r t n ӑ,6
v ɯ0 r t r ӗ,6
v ɯ0 r t ӑ m,6
v ɯ0 r t ӑ m ӗ,7
v ɯ0 r t ӑ m ӗ n,8
v ɯ0 r t ӑ m l ӑ χ,9
v ɯ0 r t ӑ m l ӑ χ ӗ,10
v ɯ0 r n ӑ tʃ tʃ ӗ,8
v ɯ0 r n ӑ ɕ n ӑ,8
v ɯ0 l ӑ χ,5
v ɯ0 l ӑ χ ӗ,6
v ɯ0 ɕ ӑ,4
v ɯ0 ɕ l ӑ χ,6
v ɯ0 ɕ l ӑ χ ӗ,7
v ӑ r m a0 n,6
v ӑ r m a0 n ӑ,7
v ӑ r m a0 n ӑ ɕ,8
v ӑ r m a0 n ӑ ɕ l ӑ,10
v ӑ r m a0 n ӑ n,8
v ӑ r m a0 n ӑ m,8
v ӑ r m a0 n ӑ tʃ tʃ ӗ,10
v ӑ r m a0 n ӑ r,8
v ӑ r m a0 n ӑ ʃ ӗ,9
v ӑ r m a0 n ӑ ʃ ӗ n,10
v ӑ r m a0 n ӑ ʃ,8
v ӑ r m a0 n ӑ ʃ ӑ n,10
v ӑ r m a0 n ʃ ӑ n,9
v ӑ r m a0 n ӗ,7
v ӑ r m a0 n l ӑ,8
v ӑ r m a0 n l ӑ n,9
v ӑ r m a0 n l ӑ ʃ ӗ,10
v ӑ r m a0 n l ӑ ʃ,9
v ӑ r m a0 n l ӑ χ ӗ,10
v ӑ r m a0 n l ӑ χ,9
v ӑ r m a0 n l,7
v ӑ r m a0 j l ӑ,8
v ӑ r m a0 j l ӑ m ӗ,10
v ӑ r m a0 j l ӑ m,9
v ӑ r m a0 j,6
v ӑ r m a0 j ӑ χ,8
v ӑ r m a0 j ӑ k,8
v ӑ r m a0 j ӑ k ӗ,9
v ӑ r m a0 j ӑ k ӗ n,10
v ӑ r m a0 j ӑ r,8
v ӑ r m a0 j ӑ p l ӑ,10
v ӑ r m a0 j ӑ p,8
v ӑ r m a0 j ӑ n,8
v ӑ r m a0 j ӑ t,8
v ӑ r m a0 χ ӗ,7
v ӑ r m a0 χ ӗ n,8
v ӑ r m a0 χ ӑ n,8
v ӑ r m a0 χ ӑ r ӗ,9
v ӑ r m a0 χ ӑ r ӗ n,10
v ӑ r m a0 χ ӑ r,8
v ӑ r m a0 χ ӑ ʃ,8
v ӑ r m a0 χ,6
v ӑ r m a0 χ l ӑ χ ӗ,10
v ӑ r m a0 χ l ӑ χ,9
v ӑ r m a0 χ l ӑ,8
v ӑ r m a0 ʃ n ӑ,8
v ӑ r m a0 v,6
v ӑ r ɕ i0,5
v ӑ r ɕ i0 n,6
v ӑ r ɕ i0 n ӗ s,8
v ӑ r ɕ i0 n ӗ s ӗ,9
v ӑ r ɕ i0 n ӗ s ӗ n,10
v ӑ r ɕ i0 n ӗ,7
v ӑ r ɕ a0,5
v ӑ r ɕ ӑ r a0 ɕː ӗ,9
v ӑ r ɕ ӑ r a0 χ,8
v ӑ r ɕ ӑ r a0 χ n ӑ,10
v ӑ r ɕ ӑ r a0 χ r ӗ,10
v ӑ r ɕ ӑ r a0,7
v ӑ r ɕ ӑ r a0 t n ӑ,10
v ӑ r ɕ ӑ r a0 t ӑ,9
v ӑ r ɕ ӑ r a0 t ӑ m,10
v ӑ r ɕ ӑ r a0 t ӑ p,10
v ӑ r ɕ ӑ r a0 t ӑ r,10
v ӑ r ɕ ӑ r a0 t ӑ k,10
v ӑ r ɕ ӑ r a0 t ӑ n,10
v ӑ r ɕ ӑ r a0 t,8
v ӑ r ɕ ӑ r a0 n,8
v ӑ r ɕ ӑ r a0 n ӑ,9
v ӑ r ɕ ӑ r a0 n ӑ ɕ,10
v ӑ r ɕ ӑ r a0 n ӑ n,10
v ӑ r ɕ ӑ r a0 n ӑ m,10
v ӑ r ɕ ӑ r a0 n ӑ r,10
v ӑ r ɕ ӑ r a0 n ӑ ʃ,10
v ӑ r ɕ ӑ r a0 s,8
v ӑ r ɕ ӑ r a0 v,8
v ӑ r ɕ ӑ r a0 tʃ,8
v ӑ r ɕ ӑ r a0 tʃ ӗ,9
v ӑ r ɕ ӑ r a0 tʃ ӗ ɕ,10
v ӑ r ɕ ӑ r a0 tʃ ӗ n,10
v ӑ r ɕ ӑ r tː a0 n,9
v ӑ r ɕ ӑ r i0,7
v ӑ r ɕ ӑ p a0 χ,8
v ӑ r ɕ ӑ p a0 r t,9
v ӑ r ɕ ӑ p a0 r,8
v ӑ r ɕ ӑ p a0 r k,9
v ӑ r ɕ ӑ p a0 r k ӗ,10
v ӑ r ɕ ӑ p a0 r n ӑ,10
v ӑ r ɕ ӑ p a0 r ӑ m,10
v ӑ r ɕ ӑ p a0 r ӑ s,10
v ӑ r ɕ ӑ p a0 r ӑ n,10
v ӑ r ɕ ӑ p a0 r ӑ,9
v ӑ r ɕ ӑ p a0 r ӑ χ,10
v ӑ r ɕ ӑ p a0 r ӑ r,10
v ӑ r ɕ ӑ p a0 r s,9
v ӑ r ɕ ӑ p a0 r ӗ,9
v ӑ r ɕ ӑ p a0 r ӗ n,10
v ӑ r ɕ ӑ p a0 t,8
v ӑ r ɕ ӑ p a0 t ӑ,9
v ӑ r ɕ ӑ p a0 t ӑ m,10
v ӑ r ɕ ӑ p a0 t ӑ p,10
v ӑ r ɕ ӑ p a0 t ӑ r,10
v ӑ r ɕ ӑ p a0 t ӑ k,10
v ӑ r ɕ ӑ p a0 t ӑ n,10
v ӑ r ɕ ӑ p a0 t l ӑ,10
v ӑ r ɕ ӑ p a0,7
v ӑ r ɕ ӑ p a0 j ӗ,9
v ӑ r ɕ ӑ p a0 j ӗ n,10
v ӑ r ɕ ӑ p a0 j ӑ χ,10
v ӑ r ɕ ӑ p a0 j ӑ k,10
v ӑ r ɕ ӑ p a0 j ӑ r,10
v ӑ r ɕ ӑ p a0 j ӑ p,10
v ӑ r ɕ ӑ p a0 j ӑ n,10
v ӑ r ɕ ӑ p a0 j ӑ t,10
v ӑ r ɕ ӑ p a0 j,8
v ӑ r ɕ ӑ p a0 j l ӑ,10
v ӑ r ɕ ӑ n a0 χ,8
v ӑ r ɕ ӑ n a0,7
v ӑ r ɕ ӑ n a0 t,8
v ӑ r ɕ ӑ n a0 r ӑ m,10
v ӑ r ɕ ӑ n a0 r ӑ s,10
v ӑ r ɕ ӑ n a0 r ӑ n,10
v ӑ r ɕ ӑ n a0 r ӑ,9
v ӑ r ɕ ӑ n a0 r ӑ χ,10
v ӑ r ɕ ӑ n a0 r ӑ r,10
v ӑ r ɕ ӑ n a0 r,8
v ӑ r ɕ ӑ n a0 r l ӑ,10
v ӑ r ɕ ӑ n a0 r ӗ,9
v ӑ r ɕ ӑ n a0 r ӗ n,10
v ӑ r ɕ ӑ n a0 r k,9
v ӑ r ɕ ӑ n a0 r k ӗ,10
v ӑ r ɕ ӑ n a0 ɕ l ӑ,10
v ӑ r ɕ ӑ n a0 ɕ,8
v ӑ r ɕ ӑ n a0 ɕː ӗ,9
v ӑ r ɕ ӑ n a0 n ӑ,9
v ӑ r ɕ ӑ n a0 n ӑ ɕ,10
v ӑ r ɕ ӑ n a0 n ӑ n,10
v ӑ r ɕ ӑ n a0 n ӑ m,10
v ӑ r ɕ ӑ n a0 n ӑ r,10
v ӑ r ɕ ӑ n a0 n ӑ ʃ,10
v ӑ r ɕ ӑ n a0 v,8
