word,len
m o0 n,3
m ɛ0 w,3
m ɛ0 w s,4
m ɛ0 s,3
m ɛ0 n,3
m ɛ0 l,3
m ɛ0 l s,4
m i0,2
m i0 l,3
m i0 s,3
m i0 n,3
m a0 j,3
m a0 tʃ,3
m a0 ɾ s,4
m a0 ɾ k,4
m a0 ɾ k s,5
m a0 ɾ t,4
m a0 l,3
m a0 l s,4
m a0 n s,4
m a0 n,3
m a0 s,3
m a0 s j w,5
m a0 g,3
m a0 g s,4
m a0 t,3
m ɔ0 l ts,4
m ɔ0 ɾ t,4
m ɔ0 ɾ ts,4
m ɔ0 t j w,5
m ɔ0 t j w s,6
m ɔ0 t,3
m ɔ0,2
m ɔ0 n,3
m ɔ0 n s,4
m ɔ0 n t,4
m ɔ0 ts,3
m ɔ0 w,3
m ɔ0 s,3
m ɔ0 ʎ,3
m ɔ0 g t,4
m ɔ0 k s,4
m e0,2
m e0 ɲ s,4
m e0 n t,4
m e0 n ts,4
m u0 n t,4
m u0,2
m u0 ɾ s,4
m u0 t,3
m tʃ d j a0,5
m j a0,3
u0 s,2
u0 n s,3
u0 ʎ s,3
u0 ʎ,2
u0,1
u0 f,2
ɛ0 m,2
ɛ0 ʎ,2
ɛ0 ʎ s,3
ɛ0 w,2
ɛ0 w s,3
ɛ0,1
s a0 n t,4
s a0 n,3
s a0 n ts,4
s a0 n g,4
s a0 n g ɾ s,6
s a0 n s,4
s a0,2
s a0 p,3
s a0 p s,4
s a0 l,3
s a0 l t,4
s a0 l ts,4
s a0 k,3
s a0 ɾ d,4
s a0 ɾ d s,5
s ɛ0 w s,4
s ɛ0 g,3
s ɛ0 g ɾ s,5
s ɛ0 l,3
s ɛ0 l s,4
s ɛ0 n,3
s ɛ0 n s,4
s ɛ0 t,3
s ɛ0 m,3
s ɛ0 k,3
s ɛ0 s,3
s ɛ0 p,3
s j w t a0 t,6
s j w t a0 ts,6
s j a0,3
s j ɔ0 w ks,5
s g i0,3
s g i0 n,4
s g i0 s,4
s g ɛ0 n,4
s g ɛ0 m,4
s g ɛ0 s,4
s g ɛ0 w,4
s ɔ0 l,3
s ɔ0 l s,4
s ɔ0 l k,4
s ɔ0 m,3
s ɔ0 m ɾ j w,6
s ɔ0 n,3
s ɔ0 n s,4
s ɔ0 ɾ t,4
s ɔ0 ɾ d,4
s ɔ0,2
s ɔ0 w,3
s ɔ0 w s,4
s ɔ0 k,3
s ɔ0 s,3
s o0 k,3
s e0 ɾ t,4
s e0 ɾ ts,4
s e0 ɾ p,4
s e0 ɾ p s,5
s e0 n t,4
s e0 n s,4
s e0 n ts,4
s e0 ɲ,3
s e0 k s,4
s e0 l s,4
s e0 p s,4
s e0 s k ɾ j w,7
s e0 s k,4
s i0 n k,4
s i0 n k s,5
s i0 s,3
s i0 m,3
