word,len
ts ɛ0 j,3
ts ɛ0 n t r,5
ts ɛ0 n t,4
ts ɛ0 n,3
ts ɛ0 x,3
ts ɪ0 x,3
ts ɪ0 m,3
ts ɪ0 k l,4
ts ɪ0 f r,4
ts ɪ0 r k,4
ts a0 r,3
ts v i0 t,4
t a0 m,3
t a0 m p,4
t a0 j m,4
t a0 n,3
t a0 n k,4
t ɪ0 m,3
t ɪ0 x,3
t ɪ0 s,3
t ɪ0 s k,4
t ɪ0 p,3
t ɔ0 j,3
t ɔ0 ʒ,3
t ɔ0 n n,4
t ɔ0 n,3
t ɔ0 m,3
t ɔ0 r t,4
t ɛ0 ʒ,3
t ɛ0 k s t,5
t ɛ0 k s,4
t ɛ0 m,3
t ɛ0 s t,4
t ɛ0 z,3
t r ɪ0,3
t r ɛ0,3
t r ɛ0 s t,5
t r ɛ0 s,4
t r a0 x,4
t r a0 v,4
t r a0 v m,5
t r a0 t,4
t r a0 f,4
t r u0 p,4
t rʲ ɔ0 x,4
t u0,2
t u0 r,3
t u0 r m,4
t v i0 j,4
t v i0 j sʲ k,6
t v i0 r ʃ,5
t v i0 r,4
t lʲ i0,3
t l ɔ0,3
n ɪ0 x,3
n ɪ0 m,3
n a0 m,3
n a0 d,3
n a0 ʃ,3
n a0 z v,4
n u0,2
n ɔ0 r m,4
nʲ i0,2
nʲ i0 ʒ,3
nʲ i0 tʃ,3
nʲ i0 j,3
nʲ i0 ɦ,3
nʲ i0 s,3
nʲ i0 m,3
v sʲ i0 x,4
v sʲ i0 m,4
v sʲ i0 j,4
v sʲ a0,3
v sʲ a0 k,4
v sʲ u0,3
v a0 s,3
v a0 m,3
v a0 ʃ,3
v a0 l,3
v a0 d,3
v ɛ0 sʲ,3
v ɛ0 r tʲ,4
v ɛ0 r s t v,6
v ɛ0 b,3
v p l ɪ0 v,5
v p a0 v,4
v p r a0 v,5
v p r a0 v m,6
v p r a0 tsʲ,5
v x i0 d,4
v ɪ0 d,3
v ɪ0 r,3
v ɪ0 s,3
v i0 r ʃ,4
v i0 r,3
v i0 k,3
v i0 j,3
v i0 j sʲ k,5
v i0 z,3
v i0 v,3
v i0 s tʲ,4
v i0 s t,4
v tʲ i0 m,4
v tʲ i0 k,4
v zʲ a0 v,4
v z d ɔ0 v ʒ,6
